ID,BARANGAY,DATE COMMITTED,MONTH COMMITTED,DAY COMMITTED,YEAR COMMITTED,TIME COMMITTED,OFFENSE,VICTIMS Age,VICTIMS Gender,SUSPECTS Age,SUSPECTS Gender,VICTIMS COUNT,SUSPECTS COUNT,VEHICLE KIND,LONGITUDE,LATITUDE,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION
414,Consolacion,2/2/2021,2,2,2021,11:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,43.0,M,43.0,M,1,1,MOTORCYCLE,120.6080051,15.9604222,0.0,28.5,21.0,3.0,320.0
415,San Jose,2/2/2021,2,2,2021,1:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,66.0,M,67.0,M,1,1,"PICK-UP,WAGON",120.5071115,15.982867,0.0,28.5,21.0,3.0,320.0
416,Anonas,2/8/2021,2,8,2021,11:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,18.0,M,61.0,M,1,1,"TRICYCLE,WAGON",120.5748561,15.9963072,0.0,33.0,22.8,2.0,160.0
417,Santo Domingo,2/12/2021,2,12,2021,10:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,58.0,M,67.0,M,1,1,"BICYCLE,MOTORCYCLE",120.5610715,15.9610837,0.0,28.2,24.8,6.0,340.0
418,Anonas,2/13/2021,2,13,2021,7:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,35.0,M,23.0,M,1,1,MOTORCYCLE,120.5747526,15.9958786,0.0,28.2,23.0,3.0,340.0
419,Anonas,2/13/2021,2,13,2021,10:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,16.0,M,39.0,M,1,1,"BICYCLE,MOTORCYCLE",120.5746294,15.9953079,0.0,28.2,23.0,3.0,340.0
420,Nancayasan,2/14/2021,2,14,2021,9:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,34.0,M,41.0,M,1,1,"CAR,MOTORCYCLE",120.5708502,15.9682659,0.0,29.2,23.8,4.0,320.0
421,Pinmaludpod,2/28/2021,2,28,2021,7:15:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,84.0,M,16.0,M,1,1,MOTORCYCLE,120.5076418,15.9963188,0.0,33.4,24.6,2.0,160.0
422,Pinmaludpod,3/2/2021,3,2,2021,4:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,28.0,M,22.0,M,2,1,"TRUCK,VAN",120.5221141,15.9817731,0.0,31.0,24.2,2.0,320.0
423,Nancayasan,3/4/2021,3,4,2021,9:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,29.0,M,38.0,M,1,1,"MOTORCYCLE,VAN",120.5704296,15.968271,0.0,31.2,24.5,2.0,160.0
424,Bolaoen,3/6/2021,3,6,2021,7:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,43.0,M,39.0,M,1,2,"MOTORCYCLE,TRICYCLE",120.6059809,15.9925475,0.0,32.7,22.8,2.0,90.0
425,Nancamaliran West,3/8/2021,3,8,2021,10:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,30.0,M,60.0,M,2,1,"MOTORCYCLE,NOT INDICATED",120.5519357,15.9745204,0.0,32.0,23.0,3.0,340.0
426,Poblacion,3/8/2021,3,8,2021,1:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,57.0,M,48.0,M,1,1,"CAR,WAGON",120.56568,15.9768578,0.0,32.0,23.0,3.0,340.0
427,Anonas,3/9/2021,3,9,2021,10:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,68.0,F,48.0,M,2,1,"CAR,TRUCK",120.5746738,15.9954973,0.0,33.2,22.2,2.0,160.0
428,Cayambanan,3/11/2021,3,11,2021,3:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,10.0,M,22.0,M,3,1,MULTICAB,120.5786991,16.0131109,0.0,32.5,23.8,3.0,340.0
429,Camantiles,3/14/2021,3,14,2021,17:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,56.0,F,21.0,M,2,1,"BICYCLE,MOTORCYCLE",120.5452185,16.0059361,0.0,30.7,25.0,2.0,160.0
430,Santo Domingo,3/14/2021,3,14,2021,3:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,F,22.0,M,3,1,MOTORCYCLE,120.5624795,15.9614394,0.0,30.7,25.0,2.0,160.0
431,Nancayasan,3/17/2021,3,17,2021,5:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,26.0,M,65.0,M,1,1,MOTORCYCLE,120.5700437,15.9682634,0.0,32.5,26.2,4.0,320.0
432,Nancayasan,3/28/2021,3,28,2021,9:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,28.0,M,34.0,M,1,1,MOTORCYCLE,120.5695407,15.9682531,-1.0,32.2,25.0,3.0,340.0
433,Poblacion,4/7/2021,4,7,2021,10:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,61.0,M,36.0,M,3,1,"AMBULANCE,TRUCK",120.5650785,15.9768399,33.0,34.2,24.5,3.0,320.0
434,Pinmaludpod,5/1/2021,5,1,2021,9:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,26.0,M,35.0,M,1,1,CAR,120.5062498,15.9956255,,,,,
435,Poblacion,5/6/2021,5,6,2021,11:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,36.0,M,23.0,M,1,1,"MOTORCYCLE,PICK-UP",120.5646287,15.9767836,,,,,
436,San Jose,5/7/2021,5,7,2021,4:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,22.0,M,41.0,M,1,1,"TRUCK,VAN",120.5089706,15.9831497,,,,,
437,Anonas,5/8/2021,5,8,2021,10:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,28.0,M,24.0,M,1,1,"BICYCLE,CAR",120.5745999,15.9951137,,,,,
438,Santa Lucia,5/8/2021,5,8,2021,3:45:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,49.0,M,36.0,M,1,1,"MOTORCYCLE,TRUCK",120.5561144,15.966657,,,,,
439,Nancayasan,5/21/2021,5,21,2021,1:22:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,24.0,M,46.0,M,2,1,"CAR,TRUCK",120.5690296,15.9682378,,,,,
440,Tulong,5/21/2021,5,21,2021,8:12:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,32.0,M,23.0,F,1,1,MOTORCYCLE,120.5638855,16.005757,,,,,
441,Nancayasan,5/25/2021,5,25,2021,3:35:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,54.0,M,40.0,M,1,1,TRICYCLE,120.5684175,15.9682275,,,,,
442,Nancayasan,5/25/2021,5,25,2021,9:08:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,30.0,M,59.0,M,1,1,"MOTORCYCLE,TRUCK",120.5678798,15.9682199,,,,,
443,Pinmaludpod,6/10/2021,6,10,2021,1:45:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,31.0,M,49.0,M,1,1,MOTORCYCLE,120.5232293,15.9820303,,,,,
444,Nancamaliran East,6/19/2021,6,19,2021,20:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,40.0,M,28.0,M,1,1,"MOTORCYCLE,TRUCK",120.5580054,15.9770817,,,,,
445,Nancayasan,6/19/2021,6,19,2021,18:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,56.0,M,40.0,M,2,2,"MOTORCYCLE,TRICYCLE",120.5673741,15.968202,,,,,
446,Nancayasan,6/25/2021,6,25,2021,15:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,M,52.0,M,2,1,"MOTORCYCLE,VAN",120.5668259,15.9681789,,,,,
447,Nancayasan,6/25/2021,6,25,2021,15:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,25.0,M,52.0,M,2,1,"MOTORCYCLE,VAN",120.5746269,15.9585599,,,,,
448,San Vicente,6/29/2021,6,29,2021,22:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,35.0,M,25.0,M,2,1,"CAR,MOTORCYCLE,TRUCK",120.573388,15.9910559,,,,,
449,San Vicente,6/29/2021,6,29,2021,22:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,35.0,M,25.0,M,2,1,"CAR,MOTORCYCLE,TRUCK",120.574229,15.9935761,,,,,
450,San Vicente,7/11/2021,7,11,2021,19:58:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,34.0,M,50.0,M,1,1,"MOTORCYCLE,TRUCK",120.5741918,15.9933867,,,,,
451,Anonas,7/14/2021,7,14,2021,17:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,29.0,M,30.0,M,1,1,"CAR,MOTORCYCLE",120.5744915,15.9946685,,,,,
452,Pinmaludpod,8/4/2021,8,4,2021,19:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,19.0,M,34.0,M,1,1,MOTORCYCLE,120.5092148,15.9966412,,,,,
453,Cayambanan,8/9/2021,8,9,2021,7:00:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,24.0,M,31.0,M,3,1,"TRUCK,VAN",120.5790398,16.0144873,,,,,
454,Cayambanan,8/9/2021,8,9,2021,7:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,24.0,M,31.0,M,3,1,"TRUCK,VAN",120.582247,16.0098414,,,,,
455,Pinmaludpod,8/13/2021,8,13,2021,22:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,22.0,M,50.0,M,2,1,"CAR,MOTORCYCLE",120.5252308,15.9824064,,,,,
456,Tulong,8/22/2021,8,22,2021,23:15:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,33.0,M,33.0,M,3,2,MOTORCYCLE,120.5647505,16.0036565,,,,,
457,Nancayasan,9/4/2021,9,4,2021,23:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,22.0,M,33.0,F,2,1,MOTORCYCLE,120.57439,15.9584767,,,,,
458,Cayambanan,9/11/2021,9,11,2021,16:41:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,40.0,F,23.0,M,1,1,VAN,120.5834341,16.0104068,,,,,
459,Nancamaliran East,9/15/2021,9,15,2021,5:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,22.0,M,1,1,"MOTORCYCLE,VAN",120.5586868,15.9770024,,,,,
460,Camantiles,9/21/2021,9,21,2021,19:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,41.0,M,38.0,M,1,1,"MOTORCYCLE,TRUCK",120.5409094,15.9943296,,,,,
461,Santa Lucia,9/22/2021,9,22,2021,19:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,27.0,M,39.0,M,1,1,"MOTORCYCLE,TRUCK",120.5559174,15.9674401,,,,,
462,Nancamaliran East,10/8/2021,10,8,2021,19:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,M,61.0,M,1,1,"MOTORCYCLE,WAGON",120.5595731,15.9771073,,,,,
463,Dr. Pedro T. Orata (Bactad Proper),11/4/2021,11,4,2021,7:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,43.0,M,34.0,M,2,1,"CAR,MOTORCYCLE",120.6182308,15.9782472,,,,,
464,Mabanogbog,11/8/2021,11,8,2021,16:10:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,19.0,F,49.0,M,1,1,MOTORCYCLE,120.5531221,15.9854154,,,,,
465,Pinmaludpod,11/13/2021,11,13,2021,21:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,19.0,M,30.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5108051,15.9969636,,,,,
466,San Jose,11/13/2021,11,13,2021,5:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,60.0,M,30.0,M,1,1,VAN,120.498633,15.9931731,,,,,
467,Anonas,11/17/2021,11,17,2021,19:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,49.0,M,57.0,M,1,1,"TRICYCLE,TRUCK",120.574388,15.9942802,,,,,
468,Bactad East,11/20/2021,11,20,2021,14:12:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,62.0,F,37.0,M,1,1,MOTORCYCLE,120.6267634,15.9804992,,,,,
469,Pinmaludpod,11/21/2021,11,21,2021,21:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,32.0,M,30.0,M,2,2,MOTORCYCLE,120.5274665,15.9821301,,,,,
470,Nancamaliran East,11/22/2021,11,22,2021,18:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,M,36.0,M,1,1,"TRICYCLE,VAN",120.5602118,15.9771751,,,,,
471,Bayaoas,11/27/2021,11,27,2021,20:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,38.0,M,41.0,M,1,1,MOTORCYCLE,120.5808504,15.9776306,,,,,
472,Cayambanan,12/1/2021,12,1,2021,19:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,39.0,M,36.0,M,2,2,TRICYCLE,120.5855766,16.0114378,,,,,
473,Anonas,12/2/2021,12,2,2021,22:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,33.0,M,47.0,M,1,1,"CAR,MOTORCYCLE",120.5745309,15.9986395,,,,,
474,Camanang,12/4/2021,12,4,2021,20:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,59.0,M,24.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5836543,15.9635505,,,,,
475,Anonas,12/8/2021,12,8,2021,23:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,31.0,M,32.0,M,1,1,"MOTORCYCLE,TRUCK",120.5740161,15.9990326,,,,,
476,Camantiles,12/8/2021,12,8,2021,8:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,M,31.0,M,1,1,"MOTORCYCLE,TRUCK",120.5403505,15.9950715,,,,,
477,Cayambanan,12/11/2021,12,11,2021,16:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,57.0,M,46.0,M,1,1,"CAR,TRICYCLE",120.587328,16.0119137,,,,,
478,Tulong,12/20/2021,12,20,2021,20:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,46.0,M,46.0,M,1,1,"TRUCK,VAN",120.5660959,16.0093911,0.0,31.7,24.2,2.0,160.0
479,Nancayasan,12/21/2021,12,21,2021,8:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,12.0,M,40.0,M,1,1,MOTORCYCLE,120.5741399,15.9584025,4.0,33.3,25.0,3.0,160.0
480,Pinmaludpod,12/24/2021,12,24,2021,18:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,33.0,M,28.0,M,1,1,"CAR,MOTORCYCLE",120.5121931,15.9967922,-1.0,33.0,24.5,3.0,320.0
481,Catablan,12/26/2021,12,26,2021,18:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,52.0,M,36.0,M,1,1,CAR,120.4962689,15.9828439,-1.0,34.2,23.5,3.0,160.0
482,Dilan Paurido,12/26/2021,12,26,2021,2:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,31.0,M,65.0,M,2,1,"CAR,MOTORCYCLE",120.590287,15.9769218,-1.0,34.2,23.5,3.0,160.0
483,Nancayasan,12/27/2021,12,27,2021,3:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,45.0,M,26.0,M,3,2,"MOTORCYCLE,TRUCK",120.5738511,15.9583232,-1.0,30.0,23.0,2.0,160.0
484,San Vicente,12/29/2021,12,29,2021,22:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,40.0,M,26.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5741385,15.9931667,0.0,31.9,21.0,3.0,160.0
485,Nancayasan,12/30/2021,12,30,2021,19:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,30.0,M,46.0,M,1,1,"CAR,MOTORCYCLE,VAN",120.5734851,15.9582119,0.0,30.5,21.0,2.0,180.0
486,Catablan,1/1/2022,1,1,2022,16:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,34.0,M,34.0,M,1,1,"MOTORCYCLE,WAGON",120.4963886,15.9847604,0.0,32.1,21.0,3.0,180.0
487,Anonas,1/3/2022,1,3,2022,11:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,22.0,M,30.0,M,2,1,"MOTORCYCLE,TRUCK",120.5734052,15.999518,0.0,31.5,21.0,3.0,180.0
488,Anonas,1/3/2022,1,3,2022,11:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,22.0,M,30.0,M,2,1,"MOTORCYCLE,TRUCK",120.5730997,15.9996909,0.0,31.5,21.0,3.0,180.0
489,Nancayasan,1/5/2022,1,5,2022,21:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,48.0,M,45.0,M,1,1,"CAR,TRUCK",120.5730366,15.9582374,0.0,31.2,23.0,1.0,120.0
490,Pinmaludpod,1/18/2022,1,18,2022,16:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,31.0,M,42.0,M,1,1,"MOTORCYCLE,WAGON",120.5290768,15.9818461,0.0,30.4,22.0,2.0,180.0
491,Nancayasan,1/19/2022,1,19,2022,15:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,43.0,M,26.0,M,1,1,"CAR,PICK-UP",120.5725176,15.9583411,0.0,31.0,22.0,3.0,360.0
492,San Vicente,1/19/2022,1,19,2022,23:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,49.0,M,18.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5740826,15.9929607,0.0,31.0,22.0,3.0,360.0
493,Nancayasan,1/22/2022,1,22,2022,22:25:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,40.0,M,53.0,M,1,1,"MOTORCYCLE,PICK-UP",120.5720093,15.9584319,-1.0,33.0,23.2,3.0,180.0
494,Bayaoas,1/24/2022,1,24,2022,2:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,19.0,M,23.0,M,1,1,MOTORCYCLE,120.5801371,15.9764305,0.0,31.0,24.0,3.0,360.0
495,Bayaoas,1/24/2022,1,24,2022,2:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,19.0,M,23.0,M,1,1,MOTORCYCLE,120.5802382,15.977715,0.0,31.0,24.0,3.0,360.0
496,Nancamaliran East,1/26/2022,1,26,2022,21:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,27.0,M,20.0,M,1,1,MOTORCYCLE,120.5612166,15.9773734,0.0,31.0,24.0,2.0,320.0
497,Anonas,1/31/2022,1,31,2022,13:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,20.0,F,30.0,M,1,1,MOTORCYCLE,120.5729519,15.9997548,0.0,32.8,23.2,3.0,180.0
498,Poblacion,1/31/2022,1,31,2022,12:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,29.0,M,62.0,M,1,1,"CAR,PICK-UP",120.5640458,15.9767401,0.0,32.8,23.2,3.0,180.0
499,Camantiles,2/7/2022,2,7,2022,10:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,51.0,M,34.0,M,1,1,"CAR,TRICYCLE",120.535919,16.001752,0.0,32.5,23.6,3.0,160.0
500,Anonas,2/10/2022,2,10,2022,22:40:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,31.0,M,27.0,M,1,1,MOTORCYCLE,120.5861298,15.9926393,0.0,32.0,22.3,3.0,160.0
501,Anonas,2/10/2022,2,10,2022,22:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,31.0,M,27.0,M,1,1,MOTORCYCLE,120.5764326,16.0014502,0.0,32.0,22.3,3.0,160.0
502,Pinmaludpod,2/14/2022,2,14,2022,23:30:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,21.0,M,35.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5135398,15.9964263,0.0,31.0,23.8,3.0,340.0
503,Pinmaludpod,2/14/2022,2,14,2022,23:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,21.0,M,35.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5312832,15.9813753,0.0,31.0,23.8,3.0,340.0
504,Santa Lucia,2/15/2022,2,15,2022,18:00:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,22.0,M,48.0,M,1,1,"MOTORCYCLE,WAGON",120.5557843,15.9681617,0.0,33.0,24.0,3.0,160.0
505,Palina East,2/16/2022,2,16,2022,23:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,44.0,M,26.0,M,3,1,TRICYCLE,120.5567884,15.9553003,0.0,33.0,23.0,4.0,340.0
506,Palina East,2/16/2022,2,16,2022,23:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,44.0,M,26.0,M,3,1,TRICYCLE,120.5623591,15.9520593,0.0,33.0,23.0,4.0,340.0
507,San Vicente,2/16/2022,2,16,2022,20:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,47.0,M,31.0,M,1,1,"MOTORCYCLE,TRUCK",120.5740294,15.9927612,0.0,33.0,23.0,4.0,340.0
508,Pinmaludpod,2/18/2022,2,18,2022,7:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,24.0,M,39.0,M,2,2,"MOTORCYCLE,TRICYCLE",120.514329,15.9954963,0.0,33.0,23.5,3.0,140.0
509,Nancayasan,2/20/2022,2,20,2022,17:25:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,56.0,M,65.0,M,1,1,"MOTORCYCLE,PICK-UP",120.5714357,15.9584985,0.0,33.5,24.0,3.0,160.0
510,Nancayasan,2/20/2022,2,20,2022,17:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,56.0,M,65.0,M,1,1,"MOTORCYCLE,PICK-UP",120.570749,15.9585701,0.0,33.5,24.0,3.0,160.0
511,Pinmaludpod,2/24/2022,2,24,2022,14:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,48.0,M,48.0,M,2,2,"MOTORCYCLE,PICK-UP",120.5338782,15.9806537,0.0,32.5,24.0,3.0,180.0
512,Pinmaludpod,2/24/2022,2,24,2022,14:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,48.0,M,48.0,M,2,2,"MOTORCYCLE,PICK-UP",120.5152219,15.9944626,0.0,32.5,24.0,3.0,180.0
513,Santa Lucia,3/8/2022,3,8,2022,2:20:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,37.0,M,30.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5554862,15.9695025,0.0,33.0,23.0,3.0,160.0
514,Santo Domingo,3/15/2022,3,15,2022,11:55:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,67.0,M,33.0,M,1,1,MOTORCYCLE,120.5637331,15.9617439,0.4,33.0,25.3,4.0,320.0
515,Santo Domingo,3/15/2022,3,15,2022,11:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,67.0,M,33.0,M,1,1,MOTORCYCLE,120.5647498,15.9620356,0.4,33.0,25.3,4.0,320.0
516,Santo Domingo,3/15/2022,3,15,2022,11:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,67.0,M,33.0,M,1,1,MOTORCYCLE,120.5654285,15.9621994,0.4,33.0,25.3,4.0,320.0
517,Pinmaludpod,3/26/2022,3,26,2022,19:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,15.0,M,54.0,M,1,1,"BICYCLE,TRICYCLE",120.5360927,15.9800243,0.0,35.0,25.5,2.0,340.0
518,San Jose,3/27/2022,3,27,2022,22:40:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,28.0,M,52.0,M,1,1,"CAR,MOTORCYCLE",120.5009166,15.9940021,0.0,35.0,25.0,2.0,160.0
519,Poblacion,4/15/2022,4,15,2022,23:40:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,22.0,M,39.0,M,1,1,MOTORCYCLE,120.5636785,15.9764561,0.0,33.0,25.0,1.0,320.0
520,Poblacion,4/15/2022,4,15,2022,23:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,22.0,M,39.0,M,1,1,MOTORCYCLE,120.5637025,15.9760492,0.0,33.0,25.0,1.0,320.0
521,Bayaoas,4/18/2022,4,18,2022,22:50:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,67.0,M,25.0,M,1,1,MOTORCYCLE,120.5769964,15.9773209,0.0,33.5,24.0,4.0,340.0
522,Nancayasan,4/28/2022,4,28,2022,5:25:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,24.0,M,28.0,M,2,1,"TRICYCLE,TRUCK",120.5701262,15.9586341,0.0,36.2,26.0,3.0,160.0
